,Company,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacturing_year
2533,Hyundai,Verna 1.6 SX,295000.0,50000,Diesel,Manual,1st Owner,2012
2534,Hyundai,Verna 1.6 VTVT,625000.0,41000,Petrol,Manual,1st Owner,2017
2535,MarutiSuzuki,Estilo LXI,125000.0,50000,Petrol,Manual,1st Owner,2009
2536,Hyundai,Santro Xing GL,175000.0,15000,Petrol,Manual,1st Owner,2012
2537,Hyundai,Santro Xing GL,85000.0,40000,Petrol,Manual,3rd Owner,2008
2538,Tata,Harrier XZ BSIV,1300000.0,20000,Diesel,Manual,2nd Owner,2019
2539,Hyundai,Verna 1.6 VTVT,500000.0,29000,Petrol,Manual,1st Owner,2016
2540,Honda,Brio S MT,285000.0,13000,Petrol,Manual,1st Owner,2013
2541,Honda,Amaze S Petrol,535000.0,27000,Petrol,Manual,1st Owner,2019
2542,Volkswagen,Vento Petrol Comfortline,325000.0,50000,Petrol,Manual,1st Owner,2013
2543,MarutiSuzuki,Ciaz 1.4 Sigma,500000.0,48000,Petrol,Manual,1st Owner,2017
2544,Honda,City i VTEC,775000.0,39000,Petrol,Manual,1st Owner,2017
2545,Honda,City i VTEC,800000.0,41000,Petrol,Automatic,1st Owner,2017
2546,MarutiSuzuki,Ertiga VDI Limited,465000.00000000006,74988,Diesel,Manual,1st Owner,2012
2547,Hyundai,Verna CRDi 1.6,723000.0,24494,Diesel,Manual,1st Owner,2018
2548,Toyota,Corolla Altis JS,800000.0,26000,Petrol,Manual,1st Owner,2017
2549,MarutiSuzuki,Ertiga VDI,465000.00000000006,80000,Diesel,Manual,1st Owner,2014
2550,Hyundai,EON D Lite,130000.0,60000,Petrol,Manual,2nd Owner,2012
2551,MarutiSuzuki,Swift VXI,300000.0,60000,Petrol,Manual,2nd Owner,2013
2552,MarutiSuzuki,Ertiga 1.5 ZDI,645000.0,44304,Diesel,Manual,1st Owner,2015
2553,Honda,Amaze SX i-VTEC,365000.0,32000,Petrol,Manual,1st Owner,2014
2554,MarutiSuzuki,S-Presso VXI 2019-2022,430000.0,24531,Petrol,Manual,1st Owner,2020
2555,Renault,Triber RXT,580000.0,35000,Petrol,Manual,1st Owner,2020
2556,Honda,City i VTEC,525000.0,73000,Petrol,Automatic,1st Owner,2015
2557,Hyundai,EON Sportz,254999.99999999997,31000,Petrol,Manual,1st Owner,2015
2558,MarutiSuzuki,Swift VXi BSIV,247000.00000000003,43000,Petrol,Manual,1st Owner,2011
2559,Hyundai,EON Magna Plus,357000.0,5000,Petrol,Manual,1st Owner,2018
2560,Tata,Indigo eGLS BS,125000.0,25000,Petrol,Manual,1st Owner,2010
2561,Hyundai,Grand i10 Magna,400000.0,90000,Petrol,Manual,1st Owner,2017
2562,MarutiSuzuki,Ciaz ZDi Plus,565000.0,56150,Diesel,Manual,1st Owner,2016
2563,Mahindra,KUV 100 NXT,360000.0,20000,Diesel,Manual,2nd Owner,2017
2564,Honda,City i VTEC,490000.00000000006,60000,Petrol,Manual,2nd Owner,2015
2565,Hyundai,Xcent Prime T,400000.0,70000,Cng,Manual,1st Owner,2017
2566,MarutiSuzuki,Baleno 1.2 Delta,450000.0,25000,Petrol,Manual,1st Owner,2019
2567,Datsun,GO T BSIV,160000.0,25000,Petrol,Manual,1st Owner,2014
2568,Toyota,Innova 2.5 V,850000.0,18000,Diesel,Manual,1st Owner,2009
2569,Tata,Punch Adventure,650000.0,12000,Petrol,Manual,1st Owner,2021
2570,MarutiSuzuki,Alto 800 VXI,231000.0,15000,Petrol,Manual,2nd Owner,2017
2571,Honda,City S,350000.0,55000,Petrol,Manual,1st Owner,2013
2572,MarutiSuzuki,Swift Dzire LDI,229999.99999999997,70000,Diesel,Manual,2nd Owner,2013
2573,Mahindra,Scorpio VLX 2WD,350000.0,300000,Diesel,Manual,2nd Owner,2011
2574,Honda,City i DTEC,400000.0,52314,Diesel,Manual,1st Owner,2014
2575,LandRover,Rover Range Rover,7150000.0,19000,Petrol,Automatic,1st Owner,2020
2576,Nissan,Micra XV CVT,325000.0,16937,Petrol,Automatic,1st Owner,2017
2577,MarutiSuzuki,Baleno 1.2 CVT,450000.0,25000,Petrol,Automatic,1st Owner,2019
2578,Volkswagen,Ameo 1.5 TDI,470000.0,40000,Diesel,Automatic,2nd Owner,2017
2579,MarutiSuzuki,Wagon R Stingray,280000.0,70000,Petrol,Manual,1st Owner,2015
2580,Hyundai,Xcent 1.2 Kappa,320000.0,46000,Petrol,Manual,1st Owner,2015
2581,Ford,Figo Diesel Titanium,125000.0,70000,Diesel,Manual,1st Owner,2011
2582,Hyundai,i10 Era,130000.0,40000,Petrol,Manual,3rd Owner,2009
2583,Hyundai,i20 Sportz Plus,580000.0,17500,Petrol,Manual,2nd Owner,2019
2584,Mahindra,Bolero Power Plus,480000.0,70000,Diesel,Manual,2nd Owner,2017
2585,Renault,Scala Diesel RxZ,300000.0,67000,Diesel,Manual,4th Owner,2013
2586,MarutiSuzuki,Wagon R VXI,350000.0,20000,Petrol,Manual,2nd Owner,2016
2587,Toyota,Fortuner 4x2 AT,1400000.0,120000,Diesel,Automatic,3rd Owner,2015
2588,Toyota,Fortuner 4x2 AT,1300000.0,120000,Diesel,Automatic,4th Owner,2015
2589,Tata,Zest Quadrajet 1.3,250000.0,100000,Diesel,Manual,1st Owner,2018
2590,Chevrolet,Spark 1.0 LS,80000.0,30000,Petrol,Manual,2nd Owner,2010
2591,Hyundai,EON 1.0 Magna,300000.0,15000,Petrol,Manual,1st Owner,2017
2592,MarutiSuzuki,Wagon R VXI,190000.0,30000,Petrol,Manual,2nd Owner,2012
2593,MarutiSuzuki,Vitara Brezza VDi,700000.0,40000,Diesel,Manual,1st Owner,2019
2594,Mahindra,Bolero B6 Opt,850000.0,50000,Diesel,Manual,1st Owner,2020
2595,MarutiSuzuki,Alto LX,80000.0,70000,Petrol,Manual,2nd Owner,2002
2596,Tata,New Safari XZ,2200000.0,5000,Diesel,Manual,1st Owner,2022
2597,Tata,Zest Revotron 1.2,450000.0,15000,Petrol,Manual,1st Owner,2015
2598,Honda,WR-V i-VTEC VX,850000.0,60000,Petrol,Manual,1st Owner,2019
2599,Tata,Bolt Revotron XT,300000.0,50000,Petrol,Manual,1st Owner,2015
2600,Hyundai,Verna 1.6 SX,461000.00000000006,46000,Petrol,Manual,1st Owner,2014
2601,Hyundai,Verna 1.6 CRDi,430999.99999999994,55000,Diesel,Manual,1st Owner,2014
2602,Hyundai,Xcent 1.2 Kappa,350000.0,50000,Petrol,Manual,2nd Owner,2014
2603,Renault,Scala Diesel RxZ,250000.0,6400,Diesel,Manual,2nd Owner,2013
2604,Hyundai,EON D Lite,160000.0,40000,Petrol,Manual,2nd Owner,2015
2605,Tata,Indigo CR4,165000.0,20000,Diesel,Manual,2nd Owner,2011
2606,Honda,Amaze VX i-VTEC,380000.0,60000,Petrol,Manual,1st Owner,2017
2607,MarutiSuzuki,Wagon R ZXI,525000.0,40000,Petrol,Automatic,1st Owner,2020
2608,Mahindra,Scorpio 1.99 S10,750000.0,130000,Diesel,Manual,1st Owner,2015
2609,MarutiSuzuki,Wagon R VXI,315000.0,30000,Petrol,Manual,2nd Owner,2017
2610,Hyundai,Venue S,741000.0,15000,Petrol,Manual,1st Owner,2021
2611,Hyundai,Verna CRDi 1.6,860000.0,40000,Diesel,Manual,1st Owner,2019
2612,Renault,Duster 85PS Diesel,675000.0,50000,Diesel,Manual,1st Owner,2017
2613,Honda,Amaze EX i-Dtech,265000.0,120000,Diesel,Manual,2nd Owner,2013
2614,Kia,Seltos HTX G,1200000.0,10000,Petrol,Manual,1st Owner,2020
2615,Hyundai,i10 Magna,135000.0,75000,Petrol,Manual,3rd Owner,2009
2616,Hyundai,i10 Magna 1.2,95000.0,50000,Petrol,Manual,4th Owner,2008
2617,Tata,Indigo LS TDI,110000.00000000001,120000,Diesel,Manual,3rd Owner,2010
2618,Tata,Tiago 1.2 Revotron,310000.0,50000,Petrol,Manual,1st Owner,2018
2619,Renault,Triber RXE,550000.0,5000,Petrol,Manual,1st Owner,2020
2620,Volkswagen,Polo Diesel Comfortline,180000.0,80000,Diesel,Manual,4th Owner,2010
2621,Renault,Duster 85PS Diesel,405000.0,40000,Diesel,Manual,2nd Owner,2015
2622,MarutiSuzuki,Swift Dzire VXI,610000.0,30000,Petrol,Manual,1st Owner,2020
2623,Toyota,Innova 2.5 EV,180000.0,120000,Diesel,Manual,3rd Owner,2005
2624,Tata,Indigo LS (TDI),89000.0,40000,Diesel,Manual,1st Owner,2008
2625,Hyundai,i10 Magna 1.2,120000.0,70000,Petrol,Manual,2nd Owner,2008
2626,Mahindra,XUV500 W6 2WD,738000.0,120000,Diesel,Manual,1st Owner,2014
2627,MarutiSuzuki,Alto 800 VXI,428000.0,5000,Petrol,Manual,1st Owner,2022
2628,MarutiSuzuki,Baleno Delta,525000.0,35000,Petrol,Manual,1st Owner,2019
2629,MarutiSuzuki,Vitara Brezza VDi,600000.0,40000,Diesel,Manual,1st Owner,2017
2630,Hyundai,i20 Asta Option,520000.0,20000,Petrol,Manual,1st Owner,2017
2631,MarutiSuzuki,Baleno 1.2 Sigma,420000.0,80000,Petrol,Manual,1st Owner,2017
2632,MarutiSuzuki,Wagon R LXI,370000.0,15000,Petrol,Manual,1st Owner,2013
2633,MarutiSuzuki,Vitara Brezza VDi,545000.0,70000,Diesel,Manual,2nd Owner,2017
2634,Honda,Amaze S i-DTEC,400000.0,120000,Diesel,Manual,1st Owner,2016
2635,Hyundai,EON D Lite,229999.99999999997,25000,Petrol,Manual,2nd Owner,2018
2636,MarutiSuzuki,Alto 800 LXI,250000.0,25000,Petrol,Manual,1st Owner,2015
2637,Hyundai,i20 1.2 Sportz,229999.99999999997,60000,Petrol,Manual,2nd Owner,2011
2638,Chevrolet,Aveo 1.4 LS,165000.0,80000,Petrol,Manual,1st Owner,2007
2639,Ford,Ecosport 1.5 DV5,300000.0,80000,Diesel,Manual,3rd Owner,2013
2640,MarutiSuzuki,Swift Dzire VDi,270000.0,90000,Diesel,Manual,2nd Owner,2012
2641,Hyundai,Xcent 1.2 Kappa,330000.0,37000,Petrol,Manual,1st Owner,2016
2642,MarutiSuzuki,Alto K10 LXI,300000.0,50000,Petrol,Manual,1st Owner,2015
2643,MarutiSuzuki,Zen LXi -,75000.0,50000,Petrol,Manual,1st Owner,2004
2644,MarutiSuzuki,Baleno 1.2 Delta,549000.0,19493,Petrol,Manual,1st Owner,2017
2645,MarutiSuzuki,Alto LXi BSIII,105000.0,35000,Petrol,Manual,2nd Owner,2007
2646,Honda,Amaze S i-Dtech,280000.0,60000,Diesel,Manual,2nd Owner,2014
2647,Hyundai,Xcent 1.2 CRDi,450000.0,50000,Diesel,Manual,1st Owner,2018
2648,MarutiSuzuki,Alto LXi BSIII,75000.0,80000,Petrol,Manual,2nd Owner,2005
2649,MarutiSuzuki,Zen LX BSII,90000.0,78527,Petrol,Manual,1st Owner,2004
2650,Hyundai,Creta 1.4 CRDi,700000.0,94000,Diesel,Manual,1st Owner,2016
2651,Honda,City VX MT,900000.0,5000,Diesel,Manual,1st Owner,2022
2652,Hyundai,Grand i10 Sportz,300000.0,40000,Petrol,Manual,1st Owner,2016
2653,Hyundai,i20 1.2 Magna,225000.0,53128,Petrol,Manual,1st Owner,2011
2654,Skoda,Superb Elegance 1.8,377000.0,39959,Petrol,Manual,2nd Owner,2011
2655,Renault,KWID Climber 1.0,355000.0,4768,Petrol,Automatic,2nd Owner,2018
2656,Hyundai,i20 1.2 Sportz,216000.0,54004,Petrol,Manual,3rd Owner,2011
2657,MarutiSuzuki,Wagon R VXI,354000.0,16570,Petrol,Manual,1st Owner,2017
2658,MarutiSuzuki,Alto 800 VXI,322000.0,7869,Petrol,Manual,3rd Owner,2019
2659,MarutiSuzuki,SX4 Vxi BSIV,210000.0,67640,Petrol,Manual,1st Owner,2012
2660,MarutiSuzuki,Alto LXi,129000.0,8934,Petrol,Manual,1st Owner,2010
2661,Toyota,Etios 2014-2016 V,417000.0,20241,Petrol,Manual,1st Owner,2015
2662,Honda,City 1.5 S,231999.99999999997,67343,Petrol,Manual,1st Owner,2009
2663,MarutiSuzuki,Alto 800 LXI,163000.0,10065,Petrol,Manual,1st Owner,2012
2664,MarutiSuzuki,Baleno Zeta,612000.0,57628,Petrol,Manual,1st Owner,2020
2665,Honda,City i VTEC,555000.0,72375,Petrol,Manual,1st Owner,2015
2666,Hyundai,i10 Era,140000.0,19328,Petrol,Manual,1st Owner,2008
2667,MarutiSuzuki,Alto LXi BSIII,108000.0,24941,Petrol,Manual,1st Owner,2009
2668,Hyundai,i10 Sportz,206999.99999999997,56441,Petrol,Manual,1st Owner,2011
2669,MarutiSuzuki,Alto 800 LXI,156000.0,89865,Petrol,Manual,1st Owner,2013
2670,MarutiSuzuki,Alto 800 LXI,250999.99999999997,25919,Petrol,Manual,1st Owner,2017
2671,MarutiSuzuki,Swift Dzire 1.2,229999.99999999997,17363,Petrol,Manual,1st Owner,2010
2672,MarutiSuzuki,Swift Dzire 1.2,275000.0,60726,Petrol,Manual,2nd Owner,2012
2673,MarutiSuzuki,Swift RS VXI,299000.0,54842,Petrol,Manual,2nd Owner,2013
2674,Mahindra,TUV 300 mHAWK100,643000.0,31916,Diesel,Manual,1st Owner,2018
2675,Hyundai,i10 Magna 1.1L,250000.0,35457,Petrol,Manual,1st Owner,2013
2676,Hyundai,i10 Sportz 1.1L,252000.0,34640,Petrol,Manual,1st Owner,2013
2677,Honda,City 1.5 V,254000.0,39398,Petrol,Manual,3rd Owner,2010
2678,MarutiSuzuki,Alto LXi BSIII,113999.99999999999,42919,Petrol,Manual,1st Owner,2010
2679,MarutiSuzuki,Swift Dzire VDI,328000.0,38359,Diesel,Manual,1st Owner,2012
2680,Honda,City S,290000.0,101875,Petrol,Manual,1st Owner,2011
2681,Hyundai,i10 Magna Optional,161000.0,21976,Petrol,Manual,1st Owner,2008
2682,Hyundai,Creta 1.6 VTVT,713000.0,65531,Petrol,Manual,1st Owner,2018
2683,Renault,Duster Petrol RXS,706000.0,5044,Petrol,Manual,1st Owner,2019
2684,MarutiSuzuki,Swift Dzire LDI,570000.0,66906,Diesel,Manual,1st Owner,2020
2685,Fiat,Avventura MULTIJET Emotion,335000.0,47547,Diesel,Manual,2nd Owner,2014
2686,MarutiSuzuki,Zen Estilo LXI,154000.0,25347,Petrol,Manual,1st Owner,2010
2687,MarutiSuzuki,Ertiga BSIV VXI,621000.0,49712,Petrol,Manual,1st Owner,2017
2688,Toyota,Camry Hybrid 2.5,3390000.0,4781,Petrol,Automatic,1st Owner,2019
2689,Mahindra,Marazzo M2 8Str,858000.0,21716,Diesel,Manual,1st Owner,2019
2690,MarutiSuzuki,Eeco 5 Seater,198000.0,55160,Petrol,Manual,1st Owner,2012
2691,Mahindra,Xylo E4,231000.0,50788,Diesel,Manual,3rd Owner,2010
2692,MarutiSuzuki,Eeco 5 Seater,155000.0,58475,Petrol,Manual,1st Owner,2010
2693,Hyundai,Xcent 1.2 Kappa,298000.0,94321,Petrol,Manual,1st Owner,2014
2694,Renault,Pulse RxL,210000.0,23907,Diesel,Manual,2nd Owner,2013
2695,Hyundai,Venue SX Opt,846000.0000000001,42060,Petrol,Manual,1st Owner,2019
2696,Hyundai,i20 1.2 Asta,553000.0,25258,Petrol,Manual,1st Owner,2017
2697,Tata,Tiago 1.2 Revotron,351000.0,31043,Petrol,Manual,1st Owner,2017
2698,Mahindra,KUV 100 NXT,341000.0,39057,Petrol,Manual,1st Owner,2018
2699,Hyundai,Santro Xing (Non-AC),112999.99999999999,20484,Petrol,Manual,1st Owner,2011
2700,Honda,Mobilio V i-VTEC,426000.0,55517,Petrol,Manual,1st Owner,2014
2701,Honda,City S,356000.0,53234,Petrol,Manual,2nd Owner,2013
2702,MarutiSuzuki,Ritz LXI,156000.0,51007,Petrol,Manual,1st Owner,2009
2703,MarutiSuzuki,Swift 1.3 ZXI,146000.0,53755,Petrol,Manual,1st Owner,2008
2704,Tata,Hexa XMA,1036999.9999999999,62144,Diesel,Automatic,1st Owner,2018
2705,MarutiSuzuki,Wagon R LXI,123000.0,45130,Petrol,Manual,1st Owner,2009
2706,Toyota,Fortuner 4x4 MT,1347000.0,155124,Diesel,Manual,2nd Owner,2015
2707,Hyundai,Creta 1.6 SX,996000.0000000001,30730,Petrol,Automatic,2nd Owner,2018
2708,MarutiSuzuki,Swift Dzire VXI,318000.0,107488,Petrol,Manual,1st Owner,2014
2709,Hyundai,Verna 1.6 SX,418000.0,86336,Diesel,Manual,2nd Owner,2014
2710,Hyundai,i20 Active 1.2,551000.0,31253,Petrol,Manual,1st Owner,2017
2711,Mercedes-Benz,C-Class C 220,1589000.0,33235,Diesel,Automatic,2nd Owner,2015
2712,MarutiSuzuki,S-Presso VXI AT,488000.0,2258,Petrol,Automatic,1st Owner,2021
2713,MarutiSuzuki,Ertiga VDI,496000.0,100169,Diesel,Manual,2nd Owner,2015
2714,Jeep,Compass 1.4 Limited,1280000.0,34000,Petrol,Automatic,1st Owner,2018
2715,MG,Hector Sharp CVT,1755999.9999999998,7000,Petrol,Automatic,1st Owner,2021
2716,Renault,Triber RXZ,655000.0,5900,Petrol,Manual,1st Owner,2021
2717,Jeep,Compass 1.4 Limited,1185000.0,27398,Petrol,Automatic,1st Owner,2017
2718,Renault,KWID RXT,248000.0,43259,Petrol,Manual,1st Owner,2015
2719,Renault,Duster 85PS Diesel,675000.0,15016,Diesel,Manual,1st Owner,2018
2720,MarutiSuzuki,Swift VXi BSIV,254999.99999999997,30686,Petrol,Manual,1st Owner,2010
2721,MarutiSuzuki,Zen Estilo LXI,185000.0,39543,Petrol,Manual,1st Owner,2010
2722,Skoda,New Laura Ambiente,323000.0,93913,Diesel,Manual,1st Owner,2010
2723,MarutiSuzuki,Swift Dzire VXI,570000.0,27729,Petrol,Manual,1st Owner,2018
2724,Hyundai,Creta 1.6 CRDi,844999.9999999999,51501,Diesel,Manual,1st Owner,2017
2725,MarutiSuzuki,Wagon R LX,90174.0,90147,Petrol,Manual,1st Owner,2008
2726,Honda,Amaze S i-VTEC,525000.0,16419,Petrol,Manual,1st Owner,2018
2727,MarutiSuzuki,Wagon R LXI,98754.0,48368,Petrol,Manual,3rd Owner,2008
2728,Hyundai,i20 Active 1.2,470000.0,33193,Petrol,Manual,1st Owner,2015
2729,MarutiSuzuki,Swift VXI,415000.00000000006,39260,Petrol,Manual,1st Owner,2016
2730,Honda,Jazz 1.2 SV,395000.0,55212,Petrol,Manual,1st Owner,2015
2731,MarutiSuzuki,Alto K10 2010-2014,181000.0,81674,Petrol,Manual,1st Owner,2014
2732,Toyota,Etios VX,239000.0,27321,Petrol,Manual,3rd Owner,2011
2733,Honda,Amaze E i-Vtech,319000.0,42815,Petrol,Manual,1st Owner,2015
2734,Hyundai,Xcent 1.2 Kappa,381000.0,39977,Petrol,Manual,1st Owner,2016
2735,Hyundai,Grand i10 CRDi,256000.0,64669,Diesel,Manual,1st Owner,2013
2736,MarutiSuzuki,Omni E MPI,258000.0,12603,Petrol,Manual,1st Owner,2019
2737,MarutiSuzuki,Wagon R VXI,190000.0,32500,Petrol,Manual,1st Owner,2013
2738,MarutiSuzuki,Alto 800 LXI,267000.0,7169,Petrol,Manual,1st Owner,2017
2739,Hyundai,EON Era Plus,186000.0,10482,Petrol,Manual,2nd Owner,2012
2740,Ford,Figo Petrol Titanium,202999.99999999997,48111,Petrol,Manual,1st Owner,2013
2741,Hyundai,i20 Active 1.4,392000.0,63210,Diesel,Manual,4th Owner,2015
2742,MarutiSuzuki,Ciaz Alpha BSIV,677000.0,35289,Petrol,Manual,1st Owner,2018
2743,Datsun,GO Plus T,160000.0,27352,Petrol,Manual,3rd Owner,2014
2744,Hyundai,Creta 1.6 SX,1146000.0,25572,Petrol,Manual,1st Owner,2019
2745,MarutiSuzuki,Eeco 5 Seater,208000.0,67967,Petrol,Manual,3rd Owner,2013
2746,Honda,Jazz ZX,671000.0,10834,Petrol,Manual,1st Owner,2021
2747,MarutiSuzuki,Swift Dzire ZDI,586000.0,56000,Diesel,Manual,1st Owner,2017
2748,MarutiSuzuki,Alto 800 LXI,249000.00000000003,24000,Petrol,Manual,1st Owner,2017
2749,MarutiSuzuki,Swift AMT VXI,555000.0,34000,Petrol,Automatic,1st Owner,2019
2750,MarutiSuzuki,Swift Dzire AMT,599000.0,13000,Petrol,Automatic,1st Owner,2017
2751,MarutiSuzuki,SX4 S Cross,440000.00000000006,158066,Diesel,Manual,1st Owner,2015
2752,MarutiSuzuki,Swift VXI,225000.0,22543,Petrol,Manual,3rd Owner,2011
2753,Honda,Brio VX,317000.0,46767,Petrol,Manual,1st Owner,2014
2754,MarutiSuzuki,Wagon R AMT,378000.0,7848,Petrol,Automatic,1st Owner,2017
2755,Skoda,Rapid 1.6 MPI,385000.0,71245,Petrol,Manual,1st Owner,2016
2756,MG,Hector Plus Sharp,1989000.0,1923,Petrol,Automatic,1st Owner,2022
2757,Hyundai,i20 Sportz 1.2,512000.0,38463,Petrol,Manual,2nd Owner,2017
2758,Honda,BR-V Style Edition,699000.0,28000,Petrol,Automatic,1st Owner,2016
2759,Mahindra,KUV 100 NXT,349000.0,19000,Petrol,Manual,1st Owner,2017
2760,Mercedes-Benz,S-Class Maybach S500,11900000.0,24500,Petrol,Automatic,1st Owner,2017
2761,Audi,S5 3.0L TFSI,6900000.0,11400,Petrol,Automatic,1st Owner,2021
2762,Mercedes-Benz,GLC 220d 4MATIC,4799000.0,10400,Diesel,Automatic,1st Owner,2020
2763,Mercedes-Benz,GLA Class 200,1800000.0,26000,Petrol,Automatic,2nd Owner,2015
2764,Hyundai,i20 Sportz Plus,569000.0,30000,Petrol,Manual,1st Owner,2019
2765,MarutiSuzuki,Baleno Alpha,599000.0,24000,Petrol,Manual,1st Owner,2018
2766,Hyundai,Verna CRDi,125000.0,100004,Diesel,Manual,2nd Owner,2009
2767,MarutiSuzuki,Alto STD,63046.0,25373,Petrol,Manual,2nd Owner,2008
2768,Mahindra,KUV 100 NXT,326000.0,25635,Petrol,Manual,1st Owner,2017
2769,Mahindra,KUV 100 mFALCON,281000.0,46982,Petrol,Manual,1st Owner,2016
2770,MarutiSuzuki,Ritz VDi,192000.0,94989,Diesel,Manual,1st Owner,2011
2771,MarutiSuzuki,Zen Estilo VXI,112000.00000000001,18322,Petrol,Manual,1st Owner,2008
2772,Ford,Ecosport 1.5 Petrol,687000.0,34364,Petrol,Manual,1st Owner,2019
2773,Hyundai,Creta SX,1362000.0,17893,Petrol,Manual,1st Owner,2021
2774,Hyundai,Venue SX Plus,984000.0,15224,Petrol,Automatic,1st Owner,2019
2775,Hyundai,Verna 1.4 VTVT,399000.0,90228,Petrol,Manual,1st Owner,2014
2776,MarutiSuzuki,Swift VVT VXI,307000.0,76279,Petrol,Manual,2nd Owner,2014
2777,Honda,BR-V i-DTEC V,588000.0,68861,Diesel,Manual,1st Owner,2016
2778,Skoda,Fabia 1.2 MPI,144000.0,52816,Petrol,Manual,1st Owner,2011
2779,Toyota,Fortuner 3.0 Diesel,634000.0,314273,Diesel,Manual,2nd Owner,2009
2780,Chevrolet,Spark 1.0 PS,87629.0,5439,Petrol,Manual,1st Owner,2009
2781,Hyundai,i20 1.2 Magna,465000.00000000006,64164,Petrol,Manual,1st Owner,2017
2782,Ford,Figo Diesel ZXI,202000.0,60834,Diesel,Manual,1st Owner,2012
2783,MG,Hector Sharp DCT,1550000.0,14700,Petrol,Automatic,1st Owner,2019
2784,MarutiSuzuki,Alto 800 LXI,239000.0,25000,Petrol,Manual,1st Owner,2022
2785,Tata,Nexon XM,800000.0,10000,Petrol,Manual,1st Owner,2022
2786,Audi,A3 35 TDI,2580000.0,39000,Diesel,Automatic,1st Owner,2020
2787,Mahindra,Bolero Plus AC,420000.0,80000,Diesel,Manual,1st Owner,2014
2788,Honda,CR-V Special Edition,2250000.0,25000,Petrol,Automatic,1st Owner,2020
2789,Honda,Amaze SX i-DTEC,350000.0,75656,Diesel,Manual,2nd Owner,2015
2790,MarutiSuzuki,Vitara Brezza ZDi,850000.0,30000,Diesel,Manual,1st Owner,2019
2791,Ford,Ecosport 1.5 Petrol,520000.0,60000,Petrol,Manual,1st Owner,2017
2792,Mahindra,Xylo E4 BS,180000.0,120000,Diesel,Manual,3rd Owner,2011
2793,Ford,Figo Diesel Titanium,185000.0,100000,Diesel,Manual,2nd Owner,2013
2794,MarutiSuzuki,Swift Dzire LDI,350000.0,70000,Diesel,Manual,2nd Owner,2015
2795,MarutiSuzuki,Swift Dzire VDI,420000.0,120000,Diesel,Manual,2nd Owner,2015
2796,MarutiSuzuki,Alto 800 LXI,175000.0,50000,Petrol,Manual,3rd Owner,2014
2797,Chevrolet,Beat Diesel LS,120000.0,90000,Diesel,Manual,2nd Owner,2012
2798,Hyundai,i10 Magna,114999.99999999999,70000,Petrol,Manual,1st Owner,2008
2799,MarutiSuzuki,Wagon R CNG,500000.0,20000,Cng,Manual,1st Owner,2020
2800,MarutiSuzuki,Alto LXi,80000.0,50000,Petrol,Manual,2nd Owner,2007
2801,Mahindra,Bolero DI -,450000.0,25000,Diesel,Manual,2nd Owner,2014
2802,MarutiSuzuki,SX4 S Cross,660000.0,65000,Diesel,Manual,2nd Owner,2017
2803,Jeep,Compass 2.0 Limited,1500000.0,90000,Diesel,Manual,1st Owner,2018
2804,MarutiSuzuki,Vitara Brezza VDi,810000.0,30000,Diesel,Manual,1st Owner,2019
2805,Chevrolet,Beat LT,175000.0,60000,Petrol,Manual,1st Owner,2011
2806,MarutiSuzuki,Ignis Sigma,500000.0,10000,Petrol,Manual,1st Owner,2021
2807,MG,Hector Sharp Diesel,1570000.0,30000,Diesel,Manual,1st Owner,2020
2808,MG,Hector Sharp Diesel,1500000.0,32000,Diesel,Manual,1st Owner,2020
2809,Mahindra,Thar 4X4,690000.0,10000,Diesel,Manual,2nd Owner,2014
2810,MarutiSuzuki,Eeco 7 Seater,420000.0,110000,Petrol,Manual,1st Owner,2020
2811,MarutiSuzuki,Omni E MPI,120000.0,120000,Petrol,Manual,1st Owner,2013
2812,MarutiSuzuki,Omni E 8,85000.0,80000,Petrol,Manual,2nd Owner,2007
2813,Ford,Ecosport 1.5 Diesel,650000.0,53000,Diesel,Manual,1st Owner,2018
2814,Volkswagen,Polo 1.5 TDI,250000.0,80000,Diesel,Manual,3rd Owner,2014
2815,Chevrolet,Beat Diesel LT,117000.0,50000,Diesel,Manual,1st Owner,2012
2816,Hyundai,Elite i20 2018,640000.0,40000,Diesel,Manual,1st Owner,2018
2817,Hyundai,Xcent 1.1 CRDi,450000.0,60000,Diesel,Manual,1st Owner,2015
2818,Hyundai,i20 Sportz Option,390000.0,60000,Petrol,Manual,3rd Owner,2015
2819,Tata,Tigor 1.2 Revotron,350000.0,40000,Petrol,Manual,1st Owner,2018
2820,MarutiSuzuki,800 Std,85000.0,50000,Petrol,Manual,2nd Owner,2012
2821,MarutiSuzuki,XL6 Zeta,1000000.0,10000,Petrol,Manual,1st Owner,2021
2822,Hyundai,i10 Sportz 1.1L,98000.0,80000,Petrol,Manual,3rd Owner,2009
2823,Hyundai,i10 Magna,200000.0,60000,Petrol,Manual,1st Owner,2011
2824,Tata,Sumo CX,200000.0,400000,Diesel,Manual,1st Owner,2012
2825,Honda,City i VTEC,650000.0,120000,Petrol,Manual,1st Owner,2017
2826,Volkswagen,Vento Petrol Highline,175000.0,90000,Petrol,Manual,1st Owner,2010
2827,Honda,Amaze VX i-DTEC,495000.0,100000,Diesel,Manual,1st Owner,2014
2828,Hyundai,i10 Magna 1.2,150000.0,40000,Petrol,Manual,1st Owner,2010
2829,Renault,KWID RXT,250000.0,50000,Petrol,Manual,1st Owner,2018
